SRC_ID_Customer,AccountNumber,SRC_ID_Store,StoreName,SRC_ID_CustomerTerritory,CustomerTerritoryName,CustomerTerritoryCountryRegionCode,SRC_ID_Person,PersonPersonType,PersonTitle,PersonFirstName,PersonMiddleName,PersonLastName,PersonEmailPromotion
30051,AW00030051,1846,Honest Repair Service,1,Northwest,US,1845,SC,Mr.,Brad,,Sutton,1
30052,AW00030052,1850,Wheel Gallery,4,Southwest,US,1849,SC,Mr.,Abraham,L.,Swearengin,0
30053,AW00030053,1852,Top Bike Market,6,Canada,CA,1851,SC,Ms.,Katherine,K.,Swan,2
30054,AW00030054,1856,Grown-up Bike Store,2,Northeast,US,1855,SC,Ms.,Shelly,,Szymanski,1
30055,AW00030055,1858,Bicycle Lines Distributors,3,Central,US,1857,SC,Ms.,Julie,,Taft-Rider,0
30056,AW00030056,1860,Sparkling Paint and Finishes,4,Southwest,US,1859,SC,Mr.,Clarence,R.,Tatman,0
30057,AW00030057,1862,Racing Association,5,Southeast,US,1861,SC,Mr.,Damon,A.,Taylor,0
30058,AW00030058,1864,Plastic Parts Company,6,Canada,CA,1863,SC,Mr.,Mike,M.,Taylor,2
30059,AW00030059,1866,Gears and Parts Company,9,Australia,AU,1865,SC,Mr.,Denis,,Taylor,0
30060,AW00030060,1868,Executive Gift Store,2,Northeast,US,1867,SC,Mr.,Jeff,E.,Teper,0
30061,AW00030061,1870,Big Cycle Mall,4,Southwest,US,1869,SC,Mr.,Chad,J.,Tedford,1
30062,AW00030062,1872,Budget Bike Company,5,Southeast,US,1871,SC,Mr.,Sameer,A.,Tejani,1
30063,AW00030063,1874,Eighth Bike Store,4,Southwest,US,1873,SC,Ms.,Vanessa,J.,Tench,2
30064,AW00030064,1876,Demand Distributors,1,Northwest,US,1875,SC,Ms.,Judy,J.,Thames,0
30065,AW00030065,1878,Immediate Repair Shop,2,Northeast,US,1877,SC,Ms.,Karen,M.,Theisen,2
30066,AW00030066,1880,Off-Price Bike Center,8,Germany,DE,1879,SC,Mr.,Ram,,Thirunavukkarasu,0
30067,AW00030067,1882,Red Bicycle Company,6,Canada,CA,1881,SC,Ms.,Phyllis,A.,Thomas,1
30068,AW00030068,1884,Retirement Activities Association,5,Southeast,US,1883,SC,Mr.,James,R.,Thomas,2
30069,AW00030069,1886,Trendy Department Stores,4,Southwest,US,1885,SC,Mr.,Donald,M.,Thompson,0
30070,AW00030070,1888,Vintage Sport Boutique,1,Northwest,US,1887,SC,Ms.,Kendra,N.,Thompson,0
30071,AW00030071,1890,Travel Sports,1,Northwest,US,1889,SC,Mr.,Daniel,P.,Thompson,0
30072,AW00030072,1892,West Side Mart,10,United Kingdom,GB,1891,SC,Ms.,Andrea,A.,Thomsen,1
30073,AW00030073,1894,The Bike Outlet,7,France,FR,1893,SC,Ms.,Rossane,L.,Thoreson,2
30074,AW00030074,1896,Tenth Bike Store,6,Canada,CA,1895,SC,Ms.,Yuping,,Tian,2
30075,AW00030075,1898,Valuable Bike Parts Company,5,Southeast,US,1897,SC,Mr.,Mike,,Tiano,0
30076,AW00030076,1900,Fun Times Club,3,Central,US,1899,SC,Ms.,Diane,,Tibbott,0
30077,AW00030077,1902,Chain and Chain Tool Distributions,5,Southeast,US,1901,SC,Ms.,Danielle,,Tiedt,1
30078,AW00030078,1904,Mobile Outlet,2,Northeast,US,1903,SC,Mr.,Tony,,Ting,0
30079,AW00030079,1906,Regional Cycle Shop,8,Germany,DE,1905,SC,Mr.,John,,Tippett,1
30080,AW00030080,1910,Wingtip Toys,1,Northwest,US,1909,SC,Ms.,Delia,B.,Toone,1
30081,AW00030081,1912,The Cycle Store,5,Southeast,US,1911,SC,Mr.,Alvin,J.,Torre,1
30082,AW00030082,1914,Educational Services,8,Germany,DE,1913,SC,Ms.,Anna,F.,Townsend,0
30083,AW00030083,1916,Active Life Toys,6,Canada,CA,1915,SC,Mr.,Glenn,J.,Track,0
30084,AW00030084,1918,Simple Bike Parts,5,Southeast,US,1917,SC,Mr.,Abe,M.,Tramel,0
30085,AW00030085,1924,Bike Products and Accessories,5,Southeast,US,1923,SC,Ms.,Doris,J.,Traube,0
30086,AW00030086,1926,Fitness Toys,8,Germany,DE,1925,SC,Ms.,Jean,E.,Trenary,1
30087,AW00030087,1928,Quick Parts and Service,6,Canada,CA,1927,SC,Mr.,Billy,J.,Trent,0
30088,AW00030088,1930,Reliable Brake Systems,5,Southeast,US,1929,SC,Mr.,David,F.,Trolen,2
30089,AW00030089,1932,Thrifty Parts and Sales,4,Southwest,US,1931,SC,Mr.,Michael John,R.,Troyer,0
30090,AW00030090,1934,A Typical Bike Shop,4,Southwest,US,1933,SC,Ms.,Christie,J.,Trujillo,0
30091,AW00030091,1936,Active Transport Inc.,2,Northeast,US,1935,SC,Ms.,Lynn,,Tsoflias,0
30092,AW00030092,1938,Cycle Parts and Accessories,9,Australia,AU,1937,SC,Ms.,Gracia,B.,Tuell,0
30093,AW00030093,1940,Fasteners & Bolts Outlet,6,Canada,CA,1939,SC,Ms.,Phyllis,B.,Tuffield,0
30094,AW00030094,1944,Quantity Discounts,4,Southwest,US,1943,SC,Mr.,Sairaj,,Uddin,1
30095,AW00030095,1946,Swift Cycles,4,Southwest,US,1945,SC,Mr.,Sunil,,Uppal,0
30096,AW00030096,1948,Classic Cycle Store,2,Northeast,US,1947,SC,Ms.,Mary,J.,Vaca,0
30097,AW00030097,1950,Helpful Sales and Repair Service ,9,Australia,AU,1949,SC,Ms.,Rachel,B.,Valdez,0
30098,AW00030098,1952,Large Bike Shop,6,Canada,CA,1951,SC,Ms.,Esther,K.,Valle,1
30099,AW00030099,1954,Recreation Supplies,5,Southeast,US,1953,SC,Mr.,H.,Brian,Valentine,0
30100,AW00030100,1956,Wire Baskets and Parts,4,Southwest,US,1955,SC,Mr.,Jessie,E.,Valerio,2
30101,AW00030101,1958,Ultimate Bicycle Company,7,France,FR,1957,SC,Mr.,Johnathan,,Van Eaton,2
30102,AW00030102,1960,Sports Store,10,United Kingdom,GB,1959,SC,Mr.,Roger,,Van Houten,0
30103,AW00030103,1962,Metropolitan Equipment,7,France,FR,1961,SC,Ms.,Mandy,,Vance,2
30104,AW00030104,1964,Extended Tours,10,United Kingdom,GB,1963,SC,Ms.,Rose,M.,Vandenouer,0
30105,AW00030105,1966,Convenient Sales and Service,1,Northwest,US,1965,SC,Mr.,Gregory,T.,Vanderbout,0
30106,AW00030106,1968,Solid Bike Parts,4,Southwest,US,1967,SC,Mr.,Michael,,Vanderhyde,0
30107,AW00030107,1970,Permanent Finish Products,1,Northwest,US,1969,SC,Ms.,Margaret,J.,Vanderkamp,0
30108,AW00030108,1972,Mercantile Outlet,6,Canada,CA,1971,SC,Ms.,Kara,N.,Vanderlinden,0
30109,AW00030109,1976,Exhilarating Cycles,3,Central,US,1975,SC,Mr.,Nieves,J.,Vargas,0
30110,AW00030110,1978,Exercise Center,4,Southwest,US,1977,SC,Mr.,Gary,T,Vargas,2
30111,AW00030111,1980,Great Bicycle Supply,3,Central,US,1979,SC,Mr.,Ranjit,Rudra,Varkey Chudukatil,1
30112,AW00030112,1982,Mail-Order Outlet,1,Northwest,US,1981,SC,Ms.,Patricia,M.,Vasquez,0
30113,AW00030113,1984,Nearby Cycle Shop,10,United Kingdom,GB,1983,SC,Mr.,Raja,D.,Venugopal,0
30114,AW00030114,1986,Recreation Toy Store,7,France,FR,1985,SC,Mr.,Kevin,,Verboort,0
30115,AW00030115,1988,Retreat Inn,6,Canada,CA,1987,SC,Ms.,Dora,P.,Verdad,2
30116,AW00030116,1990,Technical Parts Manufacturing,4,Southwest,US,1989,SC,Ms.,Wanda,F.,Vernon,0
30117,AW00030117,1992,Totes & Baskets Company,4,Southwest,US,1991,SC,Mr.,Robert,R.,Vessa,0
30118,AW00030118,1994,World of Bikes,3,Central,US,1993,SC,Ms.,Caroline,A.,Vicknair,0
29484,AW00029484,292,Next-Door Bike Store,5,Southeast,US,291,SC,Mr.,Gustavo,,Achong,2
29485,AW00029485,294,Professional Sales and Service,4,Southwest,US,293,SC,Ms.,Catherine,R.,Abel,1
29486,AW00029486,296,Riders Company,3,Central,US,295,SC,Ms.,Kim,,Abercrombie,0
29487,AW00029487,298,The Bike Mechanics,2,Northeast,US,297,SC,Sr.,Humberto,,Acevedo,2
29488,AW00029488,300,Nationwide Supply,9,Australia,AU,299,SC,Sra.,Pilar,,Ackerman,0
29489,AW00029489,302,Area Bike Accessories,4,Southwest,US,301,SC,Ms.,Frances,B.,Adams,1
29490,AW00029490,304,Bicycle Accessories and Kits,1,Northwest,US,303,SC,Ms.,Margaret,J.,Smith,0
29491,AW00029491,306,Clamps & Brackets Co.,5,Southeast,US,305,SC,Ms.,Carla,J.,Adams,0
29492,AW00029492,308,Valley Bicycle Specialists,3,Central,US,307,SC,Mr.,Jay,,Adams,1
29493,AW00029493,310,New Bikes Company,5,Southeast,US,309,SC,Mr.,Ronald,L.,Adina,0
29494,AW00029494,312,Vinyl and Plastic Goods Corporation,6,Canada,CA,311,SC,Mr.,Samuel,N.,Agcaoili,0
29495,AW00029495,314,Top of the Line Bikes,8,Germany,DE,313,SC,Mr.,James,T.,Aguilar,1
29496,AW00029496,316,Fun Toys and Bikes,4,Southwest,US,315,SC,Mr.,Robert,E.,Ahlering,0
29497,AW00029497,318,Great Bikes ,1,Northwest,US,317,SC,Mr.,François,,Ferrier,1
29498,AW00029498,320,Metropolitan Sales and Rental,2,Northeast,US,319,SC,Ms.,Kim,,Akers,2
29499,AW00029499,324,Valley Toy Store,6,Canada,CA,323,SC,Ms.,Amy,E.,Alberts,1
29500,AW00029500,326,Worthwhile Activity Store,5,Southeast,US,325,SC,Ms.,Anna,A.,Albright,1
29501,AW00029501,328,Purchase Mart,2,Northeast,US,327,SC,Mr.,Milton,J.,Albury,0
29502,AW00029502,330,Major Sport Suppliers,1,Northwest,US,329,SC,Mr.,Paul,L.,Alcorn,1
29503,AW00029503,332,Family's Favorite Bike Shop,6,Canada,CA,331,SC,Mr.,Gregory,F.,Alderson,0
29504,AW00029504,334,Global Plaza,5,Southeast,US,333,SC,Mr.,J. Phillip,L.,Alexander,1
29505,AW00029505,336,Imported and Domestic Cycles,1,Northwest,US,335,SC,Ms.,Michelle,,Alexander,2
29506,AW00029506,338,Systematic Sales,4,Southwest,US,337,SC,Mr.,Sean,P.,Jacobson,2
29507,AW00029507,340,eCommerce Bikes,5,Southeast,US,339,SC,Ms.,Phyllis,A.,Allen,1
29508,AW00029508,342,Mountain Toy Store,4,Southwest,US,341,SC,Mr.,Marvin,N.,Allen,0
29509,AW00029509,344,Retail Sales and Service,2,Northeast,US,343,SC,Mr.,Michael,,Allen,2
29510,AW00029510,346,Designated Distributors,6,Canada,CA,345,SC,Mr.,Cecil,J.,Allison,0
29511,AW00029511,348,Bold Bike Accessories,3,Central,US,347,SC,Mr.,Oscar,L.,Alpuerto,1
29512,AW00029512,350,Twin Cycles,9,Australia,AU,349,SC,Ms.,Sandra,J.,Altamirano,0
29513,AW00029513,352,Tiny Bike Boutique,5,Southeast,US,351,SC,Ms.,Selena,R.,Alvarado,0
29514,AW00029514,354,Acclaimed Bicycle Company,5,Southeast,US,353,SC,Mr.,Emilio,R.,Alvaro,1
29515,AW00029515,356,Serious Cycles,6,Canada,CA,355,SC,Mr.,Maxwell,J.,Amland,0
29516,AW00029516,358,Quality Bike Sales,9,Australia,AU,357,SC,Ms.,Mae,N.,Anderson,0
29517,AW00029517,360,Novelty Bikes,3,Central,US,359,SC,Ms.,Ramona,J.,Antrim,0
29518,AW00029518,362,Distinctive Cycles Sales & Service,5,Southeast,US,361,SC,Ms.,Sabria,B.,Appelbaum,0
29519,AW00029519,364,Leading Bike Distributors,5,Southeast,US,363,SC,Ms.,Hannah,R.,Arakawa,0
29520,AW00029520,366,Activity Center,5,Southeast,US,365,SC,Ms.,Kyley,J.,Arbelaez,1
29521,AW00029521,368,Brightwork Company,1,Northwest,US,367,SC,Mr.,Tom,H,Johnston,1
29522,AW00029522,370,Resale Services,4,Southwest,US,369,SC,Mr.,Thomas,B.,Armstrong,0
29523,AW00029523,372,The Gear Store,4,Southwest,US,371,SC,Mr.,John,,Arthur,0
29524,AW00029524,374,Immense Manufacturing Company,3,Central,US,373,SC,Mr.,Chris,,Ashton,1
29525,AW00029525,376,Extended Bike Sales,4,Southwest,US,375,SC,Ms.,Teresa,,Atkinson,0
29526,AW00029526,378,Pedaling Components,8,Germany,DE,377,SC,Mr.,John,P.,Ault,0
29527,AW00029527,380,Workout Emporium,6,Canada,CA,379,SC,Mr.,Robert,A.,Avalos,0
29528,AW00029528,382,Work and Play Association,3,Central,US,381,SC,Mr.,Stephen,M.,Ayers,0
29529,AW00029529,384,Seaside Bike Works,9,Australia,AU,383,SC,Mr.,Phillip,M.,Bacalzo,0
29530,AW00029530,386,Nice Bikes,6,Canada,CA,385,SC,Mr.,Daniel,,Blanco,0
29531,AW00029531,388,Remarkable Bike Store,1,Northwest,US,387,SC,Mr.,Cory,K.,Booth,1
29532,AW00029532,390,Road-Way Mart,1,Northwest,US,389,SC,Mr.,James,B.,Bailey,0
29533,AW00029533,392,Small Cycle Store,3,Central,US,391,SC,Mr.,Douglas,A.,Baldwin,0
29534,AW00029534,394,Blue-Ribbon Bike Company,5,Southeast,US,393,SC,Ms.,Jennifer,B.,Bales,1
29535,AW00029535,398,Grand Bicycle Stores,4,Southwest,US,397,SC,Mr.,Wayne,N.,Banack,2
29536,AW00029536,406,Kickstand Sellers,3,Central,US,405,SC,Mr.,Robert,L.,Barker,0
29537,AW00029537,408,Nearest Bike Store,9,Australia,AU,407,SC,Ms.,Rebecca,R.,Barley,2
29538,AW00029538,410,Fast Bike Works,9,Australia,AU,409,SC,Ms.,Brenda,L.,Barlow,1
29539,AW00029539,412,Gasless Cycle Shop,6,Canada,CA,411,SC,Mr.,Josh,,Barnhill,0
29540,AW00029540,414,Lubricant and Grease Suppliers,5,Southeast,US,413,SC,Mr.,Adam,,Barr,1
29541,AW00029541,418,Transportation Options,6,Canada,CA,417,SC,,Gytis,M,Barzdukas,0
29542,AW00029542,420,Capital Riding Supplies,8,Germany,DE,419,SC,Mr.,David,M.,Bartness,0
29543,AW00029543,422,Bike Boutique,2,Northeast,US,421,SC,Ms.,Karel,E.,Bates,1
29544,AW00029544,428,Finer Cycle Shop,6,Canada,CA,427,SC,Mr.,Shaun,,Beasley,1
29545,AW00029545,430,Center Cycle Shop,1,Northwest,US,429,SC,Mr.,John,A.,Beaver,0
29546,AW00029546,432,Bulk Discount Store,10,United Kingdom,GB,431,SC,Mr.,Christopher,R.,Beck,0
29547,AW00029547,436,Second Bike Shop,9,Australia,AU,435,SC,Mr.,Benjamin,J.,Becker,0
29548,AW00029548,438,First-Rate Outlet,6,Canada,CA,437,SC,Ms.,Ann,,Beebe,0
29549,AW00029549,440,Juvenile Sports Equipment,5,Southeast,US,439,SC,Mr.,Shane,J.,Belli,1
29550,AW00029550,442,Another Bicycle Company,1,Northwest,US,441,SC,Mr.,Stanley,A.,Alan,0
29551,AW00029551,444,Fourth Bike Store,2,Northeast,US,443,SC,Mr.,Mason,,Bendixen,0
29552,AW00029552,446,Rodeway Bike Store,8,Germany,DE,445,SC,Mr.,John,M.,Bennetts,0
29553,AW00029553,450,Unsurpassed Bikes,4,Southwest,US,449,SC,Ms.,Edna,J.,Benson,0
29554,AW00029554,452,Field Trip Inc,3,Central,US,451,SC,Mr.,Payton,P.,Benson,0
29555,AW00029555,454,Tire Company,2,Northeast,US,453,SC,Mr.,Max,,Benson,0
29556,AW00029556,456,Uncompromising Quality Co,9,Australia,AU,455,SC,Mr.,Scot,A.,Bent,0
29557,AW00029557,464,Odometers and Accessories Company,6,Canada,CA,463,SC,Mr.,Alexander,J.,Berger,1
29558,AW00029558,466,Scratch-Resistant Finishes Company,6,Canada,CA,465,SC,Mr.,John,M.,Berger,0
29559,AW00029559,472,Safe Cycles Shop,1,Northwest,US,471,SC,Mr.,Robert,M.,Bernacchi,1
29560,AW00029560,474,Number 1 Supply,4,Southwest,US,473,SC,Mr.,Matthias,,Berndt,1
29561,AW00029561,476,Industrial Supplies,5,Southeast,US,475,SC,,John,,Berry,0
29562,AW00029562,478,Golf and Cycle Store,4,Southwest,US,477,SC,Mr.,Steven,B.,Brown,0
29563,AW00029563,480,Front Runner Bikes,5,Southeast,US,479,SC,Mr.,Chris,N.,Bidelman,0
29564,AW00029564,482,Favorite Toy Distributor,7,France,FR,481,SC,Ms.,Mary,B.,Billstrom,1
29565,AW00029565,484,World Bike Discount Store,4,Southwest,US,483,SC,Mr.,Jimmy,,Bischoff,1
29566,AW00029566,488,Historic Bicycle Sales,3,Central,US,487,SC,Ms.,Mae,M.,Black,2
29567,AW00029567,490,Commuter Bicycle Store,6,Canada,CA,489,SC,Ms.,Jackie,E.,Blackwell,1
29568,AW00029568,492,Coalition Bike Company,4,Southwest,US,491,SC,Mr.,Donald,L.,Blanton,0
29569,AW00029569,494,Travel Systems,3,Central,US,493,SC,Ms.,Linda,E.,Burnett,2
29570,AW00029570,496,Grease and Oil Products Company,4,Southwest,US,495,SC,Mr.,Michael,Greg,Blythe,0
29571,AW00029571,498,Moderately-Priced Bikes Store,1,Northwest,US,497,SC,Ms.,Gabriel,L.,Bockenkamp,0
29572,AW00029572,502,Eighty Toy Stores,5,Southeast,US,501,SC,Ms.,Corinna,,Bolender,0
29573,AW00029573,504,Economy Bikes Company,4,Southwest,US,503,SC,Sr.,Luis,,Bonifaz,2
29574,AW00029574,506,Third Bike Store,4,Southwest,US,505,SC,Mr.,Randall,,Boseman,2
29575,AW00029575,508,Atypical Bike Company,7,France,FR,507,SC,Ms.,Stephanie,,Bourne,0
29576,AW00029576,510,Bikes for Two,6,Canada,CA,509,SC,Mr.,Eli,,Bowen,1
29577,AW00029577,512,Metal Processing Company,6,Canada,CA,511,SC,Mr.,Lester,J.,Bowman,0
29578,AW00029578,514,Widget Bicycle Specialists,5,Southeast,US,513,SC,Mr.,David,M.,Bradley,1
29579,AW00029579,516,Initial Bike Company,3,Central,US,515,SC,Mr.,Cornelius,L.,Brandon,0
29580,AW00029580,518,Latest Sports Equipment,1,Northwest,US,517,SC,Mr.,Richard,,Bready,0
29581,AW00029581,520,Modern Bike Store,2,Northeast,US,519,SC,Ms.,Sara,N.,Breer,0
29582,AW00029582,522,Raw Materials Inc,1,Northwest,US,521,SC,Mr.,Ted,,Bremer,1
29583,AW00029583,524,Lots of Bikes Storehouse,3,Central,US,523,SC,Mr.,Alan,,Brewer,1
29584,AW00029584,526,Futuristic Bikes,4,Southwest,US,525,SC,Mr.,Walter,J.,Brian,1
29585,AW00029585,528,Parcel Express Delivery Service,1,Northwest,US,527,SC,Mr.,Christopher,M.,Bright,0
29586,AW00029586,532,North Bike Company,8,Germany,DE,531,SC,Mr.,David,J.,Brink,1
29587,AW00029587,534,Prosperous Tours,10,United Kingdom,GB,533,SC,Mr.,John,R.,Brooks,0
29588,AW00029588,536,Nonskid Tire Company,1,Northwest,US,535,SC,Mr.,Willie,P.,Brooks,2
29589,AW00029589,538,Amalgamated Parts Shop,8,Germany,DE,537,SC,Ms.,Carolee,J.,Brown,0
29590,AW00029590,540,Metro Bike Works,3,Central,US,539,SC,Mr.,Jo,,Brown,1
29591,AW00029591,542,Best o' Bikes,3,Central,US,541,SC,Mr.,Robert,,Brown,0
29592,AW00029592,544,Painters Bicycle Specialists,2,Northeast,US,543,SC,Mr.,Kevin,F.,Browne,1
29593,AW00029593,546,Client Discount Store,3,Central,US,545,SC,Ms.,Mary,K.,Browning,1
29594,AW00029594,548,Eastside Sporting Goods,2,Northeast,US,547,SC,Mr.,Dave,P.,Browning,0
29595,AW00029595,550,Helmets and Cycles,9,Australia,AU,549,SC,Ms.,Bridget,E.,Browqett,1
29596,AW00029596,552,Requisite Part Supply,6,Canada,CA,551,SC,Mr.,Eric,J.,Brumfield,0
29597,AW00029597,554,Racks and Security Systems,5,Southeast,US,553,SC,Mr.,Dick,R.,Brummer,0
29598,AW00029598,556,Mechanical Products Ltd.,4,Southwest,US,555,SC,Mr.,Michael,,Brundage,0
29599,AW00029599,558,Commendable Bikes,1,Northwest,US,557,SC,Ms.,Shirley,R.,Bruner,2
29600,AW00029600,560,Online Bike Sellers,3,Central,US,559,SC,Ms.,June,B.,Brunner,0
29601,AW00029601,562,Custom Accessories Company,6,Canada,CA,561,SC,Mr.,Dirk,J.,Bruno,0
29602,AW00029602,564,Unusual Bicycle Company,9,Australia,AU,563,SC,Ms.,Nancy,,Buchanan,0
29603,AW00029603,566,Courteous Bicycle Specialists,6,Canada,CA,565,SC,Sra.,Janaina Barreiro Gambaro,,Bueno,1
29604,AW00029604,568,Hobby Store,5,Southeast,US,567,SC,Mr.,Edward,T.,Buensalido,0
29605,AW00029605,570,Professional Cycle Store,4,Southwest,US,569,SC,Ms.,Megan,E.,Burke,2
29606,AW00029606,574,Fifth Bike Store,1,Northwest,US,573,SC,Ms.,Karren,K.,Burkhardt,0
29607,AW00029607,578,Rambling Tours,8,Germany,DE,577,SC,Ms.,Dana,H.,Burnell,0
29608,AW00029608,580,Farthest Bike Store,6,Canada,CA,579,SC,Mr.,Timothy,B.,Burnett,2
29609,AW00029609,582,Excellent Bikes,8,Germany,DE,581,SC,Mr.,Stephen,R.,Burton,0
29610,AW00029610,584,Curbside Universe,2,Northeast,US,583,SC,Ms.,Deanna,R.,Buskirk,1
29611,AW00029611,586,Alternative Vehicles,1,Northwest,US,585,SC,Mr.,Jared,L.,Bustamante,0
29612,AW00029612,588,Channel Outlet,10,United Kingdom,GB,587,SC,Mr.,Richard,A.,Byham,2
29613,AW00029613,590,Full Sports Supply,7,France,FR,589,SC,Mr.,David,J.,Byrnes,1
29614,AW00029614,592,Retail Mall,6,Canada,CA,591,SC,Mr.,Ryan,,Calafato,1
29615,AW00029615,596,Metro Metals Co.,10,United Kingdom,GB,595,SC,Ms.,Mari,B.,Caldwell,2
29616,AW00029616,598,Sheet Metal Manufacturing,4,Southwest,US,597,SC,Ms.,Barbara,J.,Calone,0
29617,AW00029617,600,Thorough Parts and Repair Services,1,Northwest,US,599,SC,Ms.,Lindsey,R.,Camacho,0
29618,AW00029618,602,Uttermost Bike Shop,10,United Kingdom,GB,601,SC,Sr.,Gustavo,,Camargo,0
29619,AW00029619,604,Mechanical Sports Center,2,Northeast,US,603,SC,Ms.,DeeDee,J.,Cameron,1
29620,AW00029620,608,Two-Wheeled Transit Company,6,Canada,CA,607,SC,Ms.,Joan,M.,Campbell,0
29621,AW00029621,610,Mountain Emporium,5,Southeast,US,609,SC,Mr.,David,,Campbell,2
29622,AW00029622,612,Metro Cycle Shop,1,Northwest,US,611,SC,Mr.,Henry,L.,Campen,2
29623,AW00029623,614,Outdoor Sporting Goods,4,Southwest,US,613,SC,Mr.,Chris,,Cannon,0
29624,AW00029624,616,Tread Industries,5,Southeast,US,615,SC,Mr.,Joseph,J.,Cantoni,0
29625,AW00029625,618,Petroleum Products Distributors,6,Canada,CA,617,SC,Ms.,Suzana De Abreu,A.,Canuto,2
29626,AW00029626,620,Tandem Bicycle Store,5,Southeast,US,619,SC,Mr.,Jun,,Cao,0
29627,AW00029627,622,Bikes and Motorbikes,6,Canada,CA,621,SC,Mr.,Johnny,A.,Caprio,0
29628,AW00029628,624,Budget Toy Store,9,Australia,AU,623,SC,Mr.,Richard,,Carey,1
29629,AW00029629,626,Camping and Sports Store,6,Canada,CA,625,SC,Mr.,Carlton,M.,Carlisle,0
29630,AW00029630,628,Ace Bicycle Supply,7,France,FR,627,SC,Mr.,Ty Loren,,Carlson,0
29631,AW00029631,630,Rural Department Store,4,Southwest,US,629,SC,Ms.,Jane,N.,Carmichael,1
29632,AW00029632,632,Sports Commodities,1,Northwest,US,631,SC,Ms.,Jovita,A.,Carmody,0
29633,AW00029633,634,Riverside Company,2,Northeast,US,633,SC,Mr.,Steve,J.,Carnes,2
29634,AW00029634,636,Bicycle Exporters,8,Germany,DE,635,SC,Mr.,Fernando,,Caro,1
29635,AW00029635,638,Responsible Bike Dealers,3,Central,US,637,SC,Mr.,Rob,,Caron,0
29636,AW00029636,640,Western Bike Supplies,1,Northwest,US,639,SC,Mr.,Andy,,Carothers,0
29637,AW00029637,642,Advanced Bike Components,4,Southwest,US,641,SC,Ms.,Donna,F.,Carreras,1
29638,AW00029638,644,Aerobic Exercise Company,4,Southwest,US,643,SC,Ms.,Rosmarie,J.,Carroll,0
29639,AW00029639,648,Corner Bicycle Supply,6,Canada,CA,647,SC,Mr.,Joseph,N.,Castellucio,2
29640,AW00029640,650,Distance Bikes,5,Southeast,US,649,SC,Ms.,Pamela,A.,Carlson,2
29641,AW00029641,652,Westside Plaza,4,Southwest,US,651,SC,Mr.,Raul,E.,Casts,0
29642,AW00029642,654,Ultimate Bike Shop,5,Southeast,US,653,SC,Ms.,Elizabeth,E.,Catalano,0
29643,AW00029643,656,Outstanding Cycles,1,Northwest,US,655,SC,Mr.,Matthew,J.,Cavallari,0
29644,AW00029644,658,Vigorous Sports Store,10,United Kingdom,GB,657,SC,Ms.,Brigid,F.,Cavendish,1
29645,AW00029645,660,Sports Merchandise,1,Northwest,US,659,SC,Mr.,Andrew,,Cencini,0
29646,AW00029646,662,Fitness Toy Store,4,Southwest,US,661,SC,Ms.,Stacey,M.,Cereghino,1
29647,AW00029647,664,Casual Bicycle Store,2,Northeast,US,663,SC,Mr.,Baris,,Cetinok,1
29648,AW00029648,666,Fitness Discount Store,9,Australia,AU,665,SC,Mr.,Sean,,Chai,0
29649,AW00029649,668,General Cycle Storehouse,6,Canada,CA,667,SC,Mr.,Pat,A.,Chambers,0
29650,AW00029650,670,Fitness Cycling,4,Southwest,US,669,SC,Mr.,Forrest,J.,Chandler,1
29651,AW00029651,672,Good Bike Shop,3,Central,US,671,SC,Mr.,Lee,J.,Chapla,2
29652,AW00029652,676,Inexpensive Parts Shop,9,Australia,AU,675,SC,Mr.,Neil,,Charney,2
29653,AW00029653,682,Thrilling Bike Tours,4,Southwest,US,681,SC,Mr.,Pei,,Chow,0
29654,AW00029654,684,This Area Sporting Goods,3,Central,US,683,SC,Mr.,Yao-Qiang,,Cheng,1
29655,AW00029655,686,Full-Service Bike Store,3,Central,US,685,SC,Ms.,Nicky,E.,Chesnut,2
29656,AW00029656,688,Plastic Products Manufacturers,9,Australia,AU,687,SC,Ms.,Susan,B.,Chestnut,0
29657,AW00029657,690,Kids and Adults Cycle Shop,9,Australia,AU,689,SC,Mr.,Martin,,Chisholm,0
29658,AW00029658,692,Grand Discount Store,2,Northeast,US,691,SC,Mr.,Mike,M.,Choi,0
29659,AW00029659,694,Genuine Bike Shop,4,Southwest,US,693,SC,Ms.,Ruth,A.,Choin,0
29660,AW00029660,696,Extreme Riding Supplies,4,Southwest,US,695,SC,Mr.,Anthony,,Chor,1
29661,AW00029661,698,Bike Rims Company,5,Southeast,US,697,SC,Mr.,Charles,M.,Christensen,2
29662,AW00029662,700,Fleet Bikes,4,Southwest,US,699,SC,Ms.,Jill,J.,Christie,0
29663,AW00029663,702,Local Hardware Factory,3,Central,US,701,SC,Ms.,Alice,,Clark,1
29664,AW00029664,704,Only Bikes and Accessories,2,Northeast,US,703,SC,Ms.,Gina,N.,Clark,2
29665,AW00029665,706,Rental Gallery,9,Australia,AU,705,SC,Mr.,James,J.,Clark,2
29666,AW00029666,708,South Bike Company,6,Canada,CA,707,SC,Ms.,Jane,,Clayton,0
29667,AW00029667,710,Wonderful Bikes Inc.,5,Southeast,US,709,SC,Ms.,Kristine,J.,Cleary,2
29668,AW00029668,714,Discount Bicycle Specialists,3,Central,US,713,SC,Ms.,Connie,L.,Coffman,0
